secid,date,days,impl_volatility,impl_strike,cp_flag,ticker,index_flag
106276,20000104,60,0.467284,104.1702,C,IBM,0
106276,20000104,60,0.470717,101.174,C,IBM,0
106276,20000104,60,0.473804,97.90694,C,IBM,0
106276,20000105,30,0.513221,133.3667,C,IBM,0
106276,20000105,30,0.516746,130.2364,C,IBM,0
106276,20000105,30,0.521286,127.4827,C,IBM,0
106276,20000105,30,0.525719,124.9442,C,IBM,0
106276,20000105,30,0.530449,122.5507,C,IBM,0
106276,20000105,30,0.535882,120.2444,C,IBM,0
106276,20000105,30,0.541833,117.9749,C,IBM,0
106276,20000105,30,0.549686,115.7016,C,IBM,0
106276,20000105,30,0.562606,113.356,C,IBM,0
106276,20000105,30,0.584274,110.8149,C,IBM,0
106276,20000105,30,0.619647,107.8759,C,IBM,0
106276,20000105,30,0.67513,104.2233,C,IBM,0
106276,20000105,30,0.749142,99.54864,C,IBM,0
106276,20000105,60,0.499831,141.6645,C,IBM,0
106276,20000105,60,0.503306,137.1153,C,IBM,0
106276,20000105,60,0.507604,133.1442,C,IBM,0
106276,20000105,60,0.511904,129.5171,C,IBM,0
106276,20000105,60,0.51644,126.1218,C,IBM,0
106276,20000105,60,0.521697,122.8773,C,IBM,0
106276,20000105,60,0.52746,119.7084,C,IBM,0
106276,20000105,60,0.534662,116.559,C,IBM,0
106276,20000105,60,0.546138,113.3528,C,IBM,0
106276,20000105,60,0.565249,109.943,C,IBM,0
106276,20000105,60,0.596186,106.0969,C,IBM,0
106276,20000105,60,0.643307,101.4787,C,IBM,0
106276,20000105,60,0.702828,95.80438,C,IBM,0
106276,20000106,30,0.518492,132.4147,C,IBM,0
106276,20000106,30,0.522288,129.2826,C,IBM,0
106276,20000106,30,0.525484,126.4862,C,IBM,0
106276,20000106,30,0.528059,123.9115,C,IBM,0
106276,20000106,30,0.531192,121.5045,C,IBM,0
106276,20000106,30,0.536141,119.2101,C,IBM,0
106276,20000106,30,0.543858,116.9682,C,IBM,0
106276,20000106,30,0.555072,114.7098,C,IBM,0
106276,20000106,30,0.570882,112.3543,C,IBM,0
106276,20000106,30,0.593383,109.7972,C,IBM,0
106276,20000106,30,0.62736,106.864,C,IBM,0
106276,20000106,30,0.678953,103.2702,C,IBM,0
106276,20000106,30,0.745021,98.76353,C,IBM,0
106276,20000106,60,0.503925,140.6861,C,IBM,0
106276,20000106,60,0.507796,136.1501,C,IBM,0
106276,20000106,60,0.511219,132.1368,C,IBM,0
106276,20000106,60,0.514031,128.4653,C,IBM,0
106276,20000106,60,0.517192,125.0512,C,IBM,0
106276,20000106,60,0.521893,121.8203,C,IBM,0
106276,20000106,60,0.528967,118.6909,C,IBM,0
106276,20000106,60,0.539147,115.5723,C,IBM,0
106276,20000106,60,0.553445,112.364,C,IBM,0
106276,20000106,60,0.573762,108.9354,C,IBM,0
106276,20000106,60,0.604345,105.0827,C,IBM,0
106276,20000106,60,0.6503,100.4845,C,IBM,0
106276,20000106,60,0.708158,94.86262,C,IBM,0
106276,20000107,30,0.486221,129.5018,C,IBM,0
106276,20000107,30,0.482338,126.4061,C,IBM,0
106276,20000107,30,0.479149,123.7334,C,IBM,0
106276,20000107,30,0.477384,121.3588,C,IBM,0
106276,20000107,30,0.476886,119.1797,C,IBM,0
106276,20000107,30,0.477332,117.1197,C,IBM,0
106276,20000107,30,0.478636,115.1274,C,IBM,0
106276,20000107,30,0.48086,113.1595,C,IBM,0
106276,20000107,30,0.483307,111.1749,C,IBM,0
106276,20000107,30,0.484686,109.1487,C,IBM,0
106276,20000107,30,0.485325,107.051,C,IBM,0
106276,20000107,30,0.486984,104.8116,C,IBM,0
106276,20000107,30,0.490854,102.3139,C,IBM,0
106276,20000107,60,0.472263,137.0103,C,IBM,0
106276,20000107,60,0.469139,132.5491,C,IBM,0
106276,20000107,60,0.466598,128.72,C,IBM,0
106276,20000107,60,0.465214,125.3339,C,IBM,0
106276,20000107,60,0.464773,122.2404,C,IBM,0
106276,20000107,60,0.46504,119.334,C,IBM,0
106276,20000107,60,0.466113,116.5449,C,IBM,0
106276,20000107,60,0.468052,113.8109,C,IBM,0
106276,20000107,60,0.470289,111.0751,C,IBM,0
106276,20000107,60,0.471741,108.2963,C,IBM,0
106276,20000107,60,0.472686,105.4326,C,IBM,0
106276,20000107,60,0.47473,102.3947,C,IBM,0
106276,20000107,60,0.478959,99.0317,C,IBM,0
106276,20000110,30,0.489412,135.2589,C,IBM,0
106276,20000110,30,0.4861,132.026,C,IBM,0
106276,20000110,30,0.483214,129.2289,C,IBM,0
106276,20000110,30,0.482066,126.7423,C,IBM,0
106276,20000110,30,0.482335,124.4574,C,IBM,0
106276,20000110,30,0.482791,122.289,C,IBM,0
106276,20000110,30,0.482419,120.1796,C,IBM,0
106276,20000110,30,0.480959,118.1123,C,IBM,0
106276,20000110,30,0.48002,116.0579,C,IBM,0
106276,20000110,30,0.481946,113.9572,C,IBM,0
106276,20000110,30,0.486194,111.7397,C,IBM,0
106276,20000110,30,0.490097,109.3646,C,IBM,0
106276,20000110,30,0.492637,106.7776,C,IBM,0
106276,20000110,60,0.461689,142.4095,C,IBM,0
106276,20000110,60,0.459882,137.9355,C,IBM,0
106276,20000110,60,0.457781,134.0439,C,IBM,0
106276,20000110,60,0.456797,130.5951,C,IBM,0
106276,20000110,60,0.456969,127.4433,C,IBM,0
106276,20000110,60,0.457336,124.4651,C,IBM,0
106276,20000110,60,0.457178,121.5927,C,IBM,0
106276,20000110,60,0.456389,118.7865,C,IBM,0
106276,20000110,60,0.456078,116.0093,C,IBM,0
106276,20000110,60,0.457497,113.1933,C,IBM,0
106276,20000110,60,0.460198,110.2623,C,IBM,0
106276,20000110,60,0.462962,107.1514,C,IBM,0
106276,20000110,60,0.465752,103.7544,C,IBM,0
106276,20000111,30,0.489905,135.6829,C,IBM,0
106276,20000111,30,0.487578,132.4655,C,IBM,0
106276,20000111,30,0.486155,129.6846,C,IBM,0
106276,20000111,30,0.485373,127.1808,C,IBM,0
106276,20000111,30,0.484833,124.8654,C,IBM,0
106276,20000111,30,0.484824,122.6726,C,IBM,0
106276,20000111,30,0.485197,120.5532,C,IBM,0
106276,20000111,30,0.485473,118.4689,C,IBM,0
106276,20000111,30,0.486505,116.3817,C,IBM,0
106276,20000111,30,0.490057,114.2365,C,IBM,0
106276,20000111,30,0.496051,111.9565,C,IBM,0
106276,20000111,30,0.502684,109.4879,C,IBM,0
106276,20000111,30,0.510088,106.7337,C,IBM,0
106276,20000111,60,0.457351,142.6069,C,IBM,0
106276,20000111,60,0.455873,138.1833,C,IBM,0
106276,20000111,60,0.454897,134.3611,C,IBM,0
106276,20000111,60,0.454703,130.9493,C,IBM,0
106276,20000111,60,0.454778,127.8011,C,IBM,0
106276,20000111,60,0.454862,124.8243,C,IBM,0
106276,20000111,60,0.455196,121.9634,C,IBM,0
106276,20000111,60,0.455849,119.1648,C,IBM,0
106276,20000111,60,0.457246,116.3764,C,IBM,0
106276,20000111,60,0.460071,113.5314,C,IBM,0
106276,20000111,60,0.464134,110.555,C,IBM,0
106276,20000111,60,0.468914,107.3674,C,IBM,0
106276,20000111,60,0.475124,103.8278,C,IBM,0
106276,20000112,30,0.494715,136.6944,C,IBM,0
106276,20000112,30,0.493258,133.4517,C,IBM,0
106276,20000112,30,0.491657,130.6136,C,IBM,0
106276,20000112,30,0.490542,128.0547,C,IBM,0
106276,20000112,30,0.490261,125.7024,C,IBM,0
106276,20000112,30,0.490794,123.4761,C,IBM,0
106276,20000112,30,0.492333,121.3195,C,IBM,0
106276,20000112,30,0.495457,119.1939,C,IBM,0
106276,20000112,30,0.500156,117.0385,C,IBM,0
106276,20000112,30,0.505244,114.8081,C,IBM,0
106276,20000112,30,0.510842,112.4554,C,IBM,0
106276,20000112,30,0.519312,109.8771,C,IBM,0
106276,20000112,30,0.533286,106.8889,C,IBM,0
106276,20000112,60,0.453797,143.2981,C,IBM,0
106276,20000112,60,0.453287,138.9335,C,IBM,0
106276,20000112,60,0.452956,135.1368,C,IBM,0
106276,20000112,60,0.453074,131.7293,C,IBM,0
106276,20000112,60,0.453688,128.5858,C,IBM,0
106276,20000112,60,0.454501,125.6093,C,IBM,0
106276,20000112,60,0.455538,122.7391,C,IBM,0
106276,20000112,60,0.457254,119.9236,C,IBM,0
106276,20000112,60,0.459906,117.1049,C,IBM,0
106276,20000112,60,0.463421,114.2196,C,IBM,0
106276,20000112,60,0.468133,111.1945,C,IBM,0
106276,20000112,60,0.475281,107.9123,C,IBM,0
106276,20000112,60,0.486149,104.1826,C,IBM,0
106276,20000113,30,0.4945,135.1001,C,IBM,0
106276,20000113,30,0.493458,131.9088,C,IBM,0
106276,20000113,30,0.494195,129.1578,C,IBM,0
106276,20000113,30,0.496322,126.6778,C,IBM,0
106276,20000113,30,0.497336,124.3404,C,IBM,0
106276,20000113,30,0.495658,122.0839,C,IBM,0
106276,20000113,30,0.493638,119.9139,C,IBM,0
106276,20000113,30,0.494304,117.8052,C,IBM,0
106276,20000113,30,0.497182,115.6852,C,IBM,0
106276,20000113,30,0.500299,113.5085,C,IBM,0
106276,20000113,30,0.503583,111.2319,C,IBM,0
106276,20000113,30,0.508068,108.7805,C,IBM,0
106276,20000113,30,0.514734,106.0307,C,IBM,0
106276,20000113,60,0.448384,141.3292,C,IBM,0
106276,20000113,60,0.447392,137.0519,C,IBM,0
106276,20000113,60,0.447212,133.3603,C,IBM,0
106276,20000113,60,0.448144,130.064,C,IBM,0
106276,20000113,60,0.449286,127.0055,C,IBM,0
106276,20000113,60,0.449442,124.0836,C,IBM,0
106276,20000113,60,0.449129,121.2675,C,IBM,0
106276,20000113,60,0.449771,118.5214,C,IBM,0
106276,20000113,60,0.451844,115.782,C,IBM,0
106276,20000113,60,0.454667,112.9841,C,IBM,0
106276,20000113,60,0.457826,110.0689,C,IBM,0
106276,20000113,60,0.461667,106.9559,C,IBM,0
106276,20000113,60,0.467096,103.5014,C,IBM,0
106276,20000114,30,0.50522,137.0788,C,IBM,0
106276,20000114,30,0.504918,133.7933,C,IBM,0
106276,20000114,30,0.50467,130.9114,C,IBM,0
106276,20000114,30,0.504468,128.3003,C,IBM,0
106276,20000114,30,0.504091,125.8717,C,IBM,0
106276,20000114,30,0.503072,123.5606,C,IBM,0
106276,20000114,30,0.50186,121.3367,C,IBM,0
106276,20000114,30,0.502256,119.1651,C,IBM,0
106276,20000114,30,0.505335,116.9852,C,IBM,0
106276,20000114,30,0.510451,114.7319,C,IBM,0
106276,20000114,30,0.51688,112.3454,C,IBM,0
106276,20000114,30,0.524245,109.7581,C,IBM,0
106276,20000114,30,0.532801,106.8605,C,IBM,0
106276,20000114,60,0.444174,142.7273,C,IBM,0
106276,20000114,60,0.446091,138.5868,C,IBM,0
106276,20000114,60,0.447009,134.907,C,IBM,0
106276,20000114,60,0.447513,131.561,C,IBM,0
106276,20000114,60,0.448123,128.4596,C,IBM,0
106276,20000114,60,0.448636,125.5175,C,IBM,0
106276,20000114,60,0.449012,122.68,C,IBM,0
106276,20000114,60,0.449794,119.9031,C,IBM,0
106276,20000114,60,0.451238,117.1339,C,IBM,0
106276,20000114,60,0.453137,114.3157,C,IBM,0
106276,20000114,60,0.455936,111.3813,C,IBM,0
106276,20000114,60,0.460918,108.2191,C,IBM,0
106276,20000114,60,0.468433,104.6712,C,IBM,0
106276,20000118,30,0.531676,133.9134,C,IBM,0
106276,20000118,30,0.529248,130.4696,C,IBM,0
106276,20000118,30,0.526409,127.4588,C,IBM,0
106276,20000118,30,0.523978,124.7622,C,IBM,0
106276,20000118,30,0.522523,122.2908,C,IBM,0
106276,20000118,30,0.522079,119.9661,C,IBM,0
106276,20000118,30,0.522432,117.729,C,IBM,0
106276,20000118,30,0.523218,115.5315,C,IBM,0
106276,20000118,30,0.524177,113.3325,C,IBM,0
106276,20000118,30,0.525246,111.0942,C,IBM,0
106276,20000118,30,0.526115,108.7764,C,IBM,0
106276,20000118,30,0.525863,106.3399,C,IBM,0
106276,20000118,30,0.522864,103.7478,C,IBM,0
106276,20000118,60,0.441638,138.2582,C,IBM,0
106276,20000118,60,0.441717,134.185,C,IBM,0
106276,20000118,60,0.441191,130.6029,C,IBM,0
106276,20000118,60,0.439745,127.3487,C,IBM,0
106276,20000118,60,0.437732,124.3412,C,IBM,0
106276,20000118,60,0.435877,121.5234,C,IBM,0
106276,20000118,60,0.434933,118.8424,C,IBM,0
106276,20000118,60,0.435175,116.2342,C,IBM,0
106276,20000118,60,0.435897,113.6379,C,IBM,0
106276,20000118,60,0.436386,111.0078,C,IBM,0
106276,20000118,60,0.436645,108.2987,C,IBM,0
106276,20000118,60,0.436808,105.4488,C,IBM,0
106276,20000118,60,0.436731,102.3654,C,IBM,0
106276,20000119,30,0.44176,135.6417,C,IBM,0
106276,20000119,30,0.429171,132.4182,C,IBM,0
106276,20000119,30,0.416845,129.6968,C,IBM,0
106276,20000119,30,0.404755,127.3349,C,IBM,0
106276,20000119,30,0.393914,125.2554,C,IBM,0
106276,20000119,30,0.382186,123.3616,C,IBM,0
106276,20000119,30,0.368303,121.6206,C,IBM,0
106276,20000119,30,0.358667,120.0229,C,IBM,0
106276,20000119,30,0.348971,118.505,C,IBM,0
106276,20000119,30,0.324269,117.1885,C,IBM,0
106276,20000119,30,0.299425,116.0404,C,IBM,0
106276,20000119,30,0.292049,114.6948,C,IBM,0
106276,20000119,30,0.29078,113.1272,C,IBM,0
106276,20000119,60,0.385263,140.3529,C,IBM,0
106276,20000119,60,0.379527,136.4724,C,IBM,0
106276,20000119,60,0.373633,133.1381,C,IBM,0
106276,20000119,60,0.367769,130.1941,C,IBM,0
106276,20000119,60,0.361632,127.5281,C,IBM,0
106276,20000119,60,0.354491,125.0617,C,IBM,0
106276,20000119,60,0.345998,122.7603,C,IBM,0
106276,20000119,60,0.336578,120.6066,C,IBM,0
106276,20000119,60,0.326664,118.5774,C,IBM,0
106276,20000119,60,0.316118,116.6465,C,IBM,0
106276,20000119,60,0.304032,114.8059,C,IBM,0
106276,20000119,60,0.288975,113.0804,C,IBM,0
106276,20000119,60,0.275033,111.3394,C,IBM,0
106276,20000120,30,0.440049,137.1242,C,IBM,0
106276,20000120,30,0.43785,134.1953,C,IBM,0
106276,20000120,30,0.436719,131.6605,C,IBM,0
106276,20000120,30,0.43637,129.3788,C,IBM,0
106276,20000120,30,0.43678,127.2644,C,IBM,0
106276,20000120,30,0.437515,125.2493,C,IBM,0
106276,20000120,30,0.438425,123.2915,C,IBM,0
106276,20000120,30,0.439753,121.3568,C,IBM,0
106276,20000120,30,0.441891,119.4059,C,IBM,0
106276,20000120,30,0.445512,117.3903,C,IBM,0
106276,20000120,30,0.450028,115.2593,C,IBM,0
106276,20000120,30,0.455053,112.9544,C,IBM,0
106276,20000120,30,0.462154,110.3501,C,IBM,0
106276,20000120,60,0.413832,143.6142,C,IBM,0
106276,20000120,60,0.412092,139.5595,C,IBM,0
106276,20000120,60,0.411117,136.0627,C,IBM,0
106276,20000120,60,0.411008,132.9385,C,IBM,0
106276,20000120,60,0.411515,130.056,C,IBM,0
106276,20000120,60,0.412386,127.3237,C,IBM,0
106276,20000120,60,0.413371,124.6807,C,IBM,0
106276,20000120,60,0.414211,122.0799,C,IBM,0
106276,20000120,60,0.415187,119.4817,C,IBM,0
106276,20000120,60,0.417042,116.8319,C,IBM,0
106276,20000120,60,0.420127,114.0589,C,IBM,0
106276,20000120,60,0.424092,111.083,C,IBM,0
106276,20000120,60,0.428457,107.7981,C,IBM,0
106276,20000121,30,0.401698,135.2655,C,IBM,0
106276,20000121,30,0.398666,132.5957,C,IBM,0
106276,20000121,30,0.397133,130.3018,C,IBM,0
106276,20000121,30,0.396793,128.2464,C,IBM,0
106276,20000121,30,0.397063,126.3376,C,IBM,0
106276,20000121,30,0.397419,124.5149,C,IBM,0
106276,20000121,30,0.397934,122.7441,C,IBM,0
106276,20000121,30,0.39887,120.9942,C,IBM,0
106276,20000121,30,0.400933,119.2272,C,IBM,0
106276,20000121,30,0.404956,117.3918,C,IBM,0
106276,20000121,30,0.408631,115.4574,C,IBM,0
106276,20000121,30,0.409118,113.4312,C,IBM,0
106276,20000121,30,0.40715,111.2679,C,IBM,0
106276,20000121,60,0.399055,142.313,C,IBM,0
106276,20000121,60,0.395961,138.3708,C,IBM,0
106276,20000121,60,0.394533,135.0197,C,IBM,0
106276,20000121,60,0.394408,132.0426,C,IBM,0
106276,20000121,60,0.394599,129.2873,C,IBM,0
106276,20000121,60,0.394825,126.6725,C,IBM,0
106276,20000121,60,0.395466,124.1511,C,IBM,0
106276,20000121,60,0.396751,121.673,C,IBM,0
106276,20000121,60,0.39837,119.188,C,IBM,0
106276,20000121,60,0.400119,116.6504,C,IBM,0
106276,20000121,60,0.402214,114.0063,C,IBM,0
106276,20000121,60,0.40438,111.1934,C,IBM,0
106276,20000121,60,0.405462,108.1461,C,IBM,0
106276,20000124,30,0.409488,131.6475,C,IBM,0
106276,20000124,30,0.408013,129.0463,C,IBM,0
106276,20000124,30,0.406516,126.7633,C,IBM,0
106276,20000124,30,0.407046,124.7326,C,IBM,0
106276,20000124,30,0.410388,122.8684,C,IBM,0
106276,20000124,30,0.413938,121.0635,C,IBM,0
106276,20000124,30,0.416475,119.2788,C,IBM,0
106276,20000124,30,0.419827,117.4993,C,IBM,0
106276,20000124,30,0.423694,115.6867,C,IBM,0
106276,20000124,30,0.4279,113.8067,C,IBM,0
106276,20000124,30,0.434173,111.7959,C,IBM,0
106276,20000124,30,0.441352,109.597,C,IBM,0
106276,20000124,30,0.449562,107.1151,C,IBM,0
106276,20000124,60,0.403535,138.4638,C,IBM,0
106276,20000124,60,0.403551,134.7291,C,IBM,0
106276,20000124,60,0.403417,131.4526,C,IBM,0
106276,20000124,60,0.403486,128.4951,C,IBM,0
106276,20000124,60,0.404022,125.7601,C,IBM,0
106276,20000124,60,0.405019,123.1675,C,IBM,0
106276,20000124,60,0.406259,120.658,C,IBM,0
106276,20000124,60,0.407726,118.1849,C,IBM,0
106276,20000124,60,0.409674,115.7042,C,IBM,0
106276,20000124,60,0.412309,113.1634,C,IBM,0
106276,20000124,60,0.415649,110.5026,C,IBM,0
106276,20000124,60,0.41957,107.6492,C,IBM,0
106276,20000124,60,0.424453,104.4826,C,IBM,0
106276,20000125,30,0.413807,133.0629,C,IBM,0
106276,20000125,30,0.413225,130.4331,C,IBM,0
106276,20000125,30,0.414598,128.1644,C,IBM,0
106276,20000125,30,0.416655,126.0985,C,IBM,0
106276,20000125,30,0.419005,124.1559,C,IBM,0
106276,20000125,30,0.422159,122.2903,C,IBM,0
106276,20000125,30,0.425168,120.454,C,IBM,0
106276,20000125,30,0.429131,118.6199,C,IBM,0
106276,20000125,30,0.435494,116.7397,C,IBM,0
106276,20000125,30,0.442061,114.7714,C,IBM,0
106276,20000125,30,0.44998,112.6595,C,IBM,0
106276,20000125,30,0.463585,110.2586,C,IBM,0
106276,20000125,30,0.487335,107.3096,C,IBM,0
106276,20000125,60,0.407455,140.0114,C,IBM,0
106276,20000125,60,0.407259,136.189,C,IBM,0
106276,20000125,60,0.407585,132.864,C,IBM,0
106276,20000125,60,0.408407,129.8661,C,IBM,0
106276,20000125,60,0.409466,127.0797,C,IBM,0
106276,20000125,60,0.410808,124.43,C,IBM,0
106276,20000125,60,0.412712,121.8644,C,IBM,0
106276,20000125,60,0.415327,119.3298,C,IBM,0
106276,20000125,60,0.41893,116.7726,C,IBM,0
106276,20000125,60,0.423961,114.1283,C,IBM,0
106276,20000125,60,0.430575,111.3199,C,IBM,0
106276,20000125,60,0.438825,108.2529,C,IBM,0
106276,20000125,60,0.450302,104.7467,C,IBM,0
106276,20000126,30,0.408083,130.2023,C,IBM,0
106276,20000126,30,0.408989,127.7072,C,IBM,0
106276,20000126,30,0.409838,125.4967,C,IBM,0
106276,20000126,30,0.41086,123.4786,C,IBM,0
106276,20000126,30,0.412048,121.5879,C,IBM,0
106276,20000126,30,0.413555,119.7774,C,IBM,0
106276,20000126,30,0.416631,118.0155,C,IBM,0
106276,20000126,30,0.420665,116.254,C,IBM,0
106276,20000126,30,0.424399,114.4577,C,IBM,0
106276,20000126,30,0.43026,112.5805,C,IBM,0
106276,20000126,30,0.438758,110.5527,C,IBM,0
106276,20000126,30,0.448906,108.3065,C,IBM,0
106276,20000126,30,0.465973,105.6245,C,IBM,0
106276,20000126,60,0.4039,137.0195,C,IBM,0
106276,20000126,60,0.404013,133.3249,C,IBM,0
106276,20000126,60,0.404189,130.09,C,IBM,0
106276,20000126,60,0.404255,127.1577,C,IBM,0
106276,20000126,60,0.404752,124.4451,C,IBM,0
106276,20000126,60,0.406324,121.8832,C,IBM,0
106276,20000126,60,0.408989,119.4032,C,IBM,0
106276,20000126,60,0.412322,116.9432,C,IBM,0
106276,20000126,60,0.415778,114.4553,C,IBM,0
106276,20000126,60,0.419362,111.8962,C,IBM,0
106276,20000126,60,0.42359,109.2079,C,IBM,0
106276,20000126,60,0.429096,106.3026,C,IBM,0
106276,20000126,60,0.436552,103.0376,C,IBM,0
106276,20000127,30,0.418048,126.9259,C,IBM,0
106276,20000127,30,0.416849,124.3746,C,IBM,0
106276,20000127,30,0.417786,122.1825,C,IBM,0
106276,20000127,30,0.419727,120.1956,C,IBM,0
106276,20000127,30,0.422986,118.3417,C,IBM,0
106276,20000127,30,0.426315,116.5479,C,IBM,0
106276,20000127,30,0.42814,114.776,C,IBM,0
106276,20000127,30,0.43004,113.0165,C,IBM,0
106276,20000127,30,0.433206,111.2346,C,IBM,0
106276,20000127,30,0.436452,109.3956,C,IBM,0
106276,20000127,30,0.440812,107.4499,C,IBM,0
106276,20000127,30,0.447835,105.3091,C,IBM,0
106276,20000127,30,0.457542,102.8609,C,IBM,0
106276,20000127,60,0.40529,133.2819,C,IBM,0
106276,20000127,60,0.404828,129.6505,C,IBM,0
106276,20000127,60,0.405179,126.5046,C,IBM,0
106276,20000127,60,0.406842,123.6901,C,IBM,0
106276,20000127,60,0.409263,121.0741,C,IBM,0
106276,20000127,60,0.411399,118.5619,C,IBM,0
106276,20000127,60,0.412904,116.1105,C,IBM,0
106276,20000127,60,0.414054,113.6916,C,IBM,0
106276,20000127,60,0.415467,111.2709,C,IBM,0
106276,20000127,60,0.417882,108.7958,C,IBM,0
106276,20000127,60,0.421653,106.1977,C,IBM,0
106276,20000127,60,0.426337,103.4017,C,IBM,0
106276,20000127,60,0.431789,100.2985,C,IBM,0
106276,20000128,30,0.419173,124.8002,C,IBM,0
106276,20000128,30,0.419249,122.3205,C,IBM,0
106276,20000128,30,0.420949,120.169,C,IBM,0
106276,20000128,30,0.424064,118.2202,C,IBM,0
106276,20000128,30,0.426515,116.3676,C,IBM,0
106276,20000128,30,0.426794,114.5643,C,IBM,0
106276,20000128,30,0.426471,112.8121,C,IBM,0
106276,20000128,30,0.427615,111.0894,C,IBM,0
106276,20000128,30,0.430368,109.3492,C,IBM,0
106276,20000128,30,0.436112,107.5326,C,IBM,0
106276,20000128,30,0.443948,105.5793,C,IBM,0
106276,20000128,30,0.449555,103.4849,C,IBM,0
106276,20000128,30,0.452709,101.2064,C,IBM,0
106276,20000128,60,0.405222,131.0128,C,IBM,0
106276,20000128,60,0.405147,127.4604,C,IBM,0
106276,20000128,60,0.406233,124.3908,C,IBM,0
106276,20000128,60,0.407954,121.6176,C,IBM,0
106276,20000128,60,0.409389,119.0185,C,IBM,0
106276,20000128,60,0.410319,116.5315,C,IBM,0
106276,20000128,60,0.411334,114.1246,C,IBM,0
106276,20000128,60,0.412969,111.7568,C,IBM,0
106276,20000128,60,0.415103,109.3806,C,IBM,0
106276,20000128,60,0.417589,106.9489,C,IBM,0
106276,20000128,60,0.420323,104.4122,C,IBM,0
106276,20000128,60,0.423054,101.7119,C,IBM,0
106276,20000128,60,0.425444,98.76331,C,IBM,0
106276,20000131,30,0.40992,125.2589,C,IBM,0
106276,20000131,30,0.409575,122.8127,C,IBM,0
106276,20000131,30,0.409687,120.6675,C,IBM,0
106276,20000131,30,0.411111,118.7347,C,IBM,0
106276,20000131,30,0.413958,116.936,C,IBM,0
106276,20000131,30,0.416621,115.196,C,IBM,0
106276,20000131,30,0.418829,113.4856,C,IBM,0
106276,20000131,30,0.421931,111.783,C,IBM,0
106276,20000131,30,0.425472,110.0515,C,IBM,0
106276,20000131,30,0.429066,108.2607,C,IBM,0
106276,20000131,30,0.433076,106.3705,C,IBM,0
106276,20000131,30,0.43633,104.3477,C,IBM,0
106276,20000131,30,0.437846,102.1493,C,IBM,0
106276,20000131,60,0.405,131.8212,C,IBM,0
106276,20000131,60,0.40369,128.1951,C,IBM,0
106276,20000131,60,0.403206,125.0641,C,IBM,0
106276,20000131,60,0.40379,122.2658,C,IBM,0
106276,20000131,60,0.405627,119.6875,C,IBM,0
106276,20000131,60,0.408171,117.2316,C,IBM,0
106276,20000131,60,0.410741,114.8348,C,IBM,0
106276,20000131,60,0.413492,112.4577,C,IBM,0
106276,20000131,60,0.416546,110.06,C,IBM,0
106276,20000131,60,0.419741,107.5983,C,IBM,0
